product_name,url,sku,overall_rating,rating,headline,review,sentiment,date,author
Kiddy Medium Baby Diapers Size 3 - 64 Pcs,https://www.jumia.com.eg/kiddy-medium-baby-diapers-size-3-64-pcs-57673259.html,BR032HB1KP9UZNAFAMZ,4.2 out of 5,3 out of 5,علي قد فلوسها,من ناحية التسلخات هي مش بتسلخ مع العلم اننا بنستخدم معاها كريم زنك اوليف معرفش من غيره بتسلخ ولا لا ... انما من ناحية التسريب فهي بتسرب للاسف,neutral,06-03-2025,by Samir
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,5 out of 5,perfect.and lowest cost.as.usual,perfect.and lowest cost.as.usual,neutral,10-08-2025,by مصطفي
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,4 out of 5,جيد جدا,جيدجدا ولكن ليس ممتاز,neutral,03-08-2025,by احمد
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,5 out of 5,7lwa.gdn,ريحتها جميله,neutral,30-07-2025,by Yasmina
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,1 out of 5,كويس,جيدا جدا,neutral,29-07-2025,by Mustafa
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,5 out of 5,العجمى,الثبات,neutral,27-07-2025,by محسن
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,5 out of 5,جيدةوسعر مناسب,الشحن سريع والتغليف ممتاز,neutral,23-07-2025,by Ayman
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,4 out of 5,جيد,منتج مميز في الصيف,neutral,25-06-2025,by إيهاب
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,4 out of 5,جيد,fantastic,positive,15-06-2025,by ahmed
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,3 out of 5,الإسماعيلية,حلو بس مش احسن حاجة,neutral,29-05-2025,by mostafa hoseiny
"NIVEA MEN Antiperspirant Roll-on for Men, 72h Protection, DEEP DARK WOOD Antibacterial, Woody Scent, 50ml",https://www.jumia.com.eg/nivea-men-antiperspirant-roll-on-for-men-72h-protection-deep-dark-wood-antibacterial-woody-scent-50ml-37954553.html,NI738ST0L5VG5NAFAMZ,4.4 out of 5,4 out of 5,جيد,لا بأس به,neutral,11-05-2025,by Hassan
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,5 out of 5,حلوه,حلوه,neutral,19-08-2025,by محمد
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,5 out of 5,حلو جدا,ممتاز ونتيجه واضحه من تانى استخدام,neutral,10-08-2025,by Yehia
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,5 out of 5,جيمل,فعال في علاج الحبوب مع الاستمرار عليه,neutral,16-06-2025,by Zainab Tarek
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,5 out of 5,قصد التجربه,حلو للحبوب عشان تنشف وتهدي,neutral,11-06-2025,by Aya Sherif
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,5 out of 5,مش محتاج تقييم,بطلب منه كل شهر,neutral,04-05-2025,by Rana
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,4 out of 5,تحت التجربه,بيمتص جدااااا. ملوش اي اثر دهني نهائيا. بقالي عليه اسبوعين و لسه مش حاسه تأثير. يمكن محتاج وقت شويه,neutral,08-04-2025,by Shaima
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,5 out of 5,Perfection,I tried it once and since then I am addicted to it. Totally recommended. Thanks Jumia,neutral,04-03-2025,by Shahinda Khalil
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,4 out of 5,good,جيد جدا وسعر مناسب,neutral,08-01-2025,by محمود
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,5 out of 5,حلو,خف من ظهور الحبوب,neutral,08-12-2024,by Hanan
Garnier Skin active Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid & Vitamin C - 30ml,https://www.jumia.com.eg/skin-active-fast-clear-booster-face-serum-for-acne-prone-skin-with-salicylic-acid-vitamin-c-30ml-garnier-mpg1152591.html,GA737HB01WYSFNAFAMZ,4.3 out of 5,5 out of 5,ممتاز,حلو جداا للبشرة وعالج مشكلة الحبوب تماما,neutral,25-11-2024,by Mona
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,5 out of 5,تحفة,مفيش انتعاش و جمال كدا بس حساها بتخلص بسرعة مش عارفة لسه اول مرة استخدمها,neutral,12-08-2025,by Aya
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,5 out of 5,ممتاز,رحته حلوه وبيديم,neutral,03-08-2025,by Semsem
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,4 out of 5,ريحته مش حلوه,ريحته مش احسن حاجه,neutral,27-05-2025,by Mena lmghrapy
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,5 out of 5,١١٦ش السكه الحديد الإسماعيلية,هايل جدا ده براند,neutral,09-04-2025,by المستشار الاسمعلاوى اسامه خشبه
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,5 out of 5,المنتج تحفة,المنتج جميل جدا والسعر كويس,neutral,09-01-2025,by ليلى
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,4 out of 5,مزيل عرق جميل,ريحتة جميلة,neutral,08-01-2025,by ماجدة
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,1 out of 5,السعر والتوصيل,حلو جداااا,neutral,21-11-2024,by Eman
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,3 out of 5,good smell,Smell doesn't last but you don't sweat wearing this deodorant and this means it's doing its job.,neutral,21-11-2024,by claudia
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,3 out of 5,كويس,ريحته وثباته معقول,neutral,17-11-2024,by Nahla
"NIVEA Deodorant Spray for Women, 48h Protection, Fresh Natural Ocean Extracts, 150ml",https://www.jumia.com.eg/nivea-deodorant-spray-for-women-48h-protection-fresh-natural-ocean-extracts-150ml-37954574.html,NI738ST0SB2PHNAFAMZ,4.4 out of 5,5 out of 5,رائع,ممتاز رائحته جميلة ويمنع ظهور رائحة العرق لفترة طويلة,neutral,17-11-2024,by Mariam
Bahi Detergent Powder - Lavander 4 kg+ 500 gm LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-4-kg-500-gm-ls-53880378.html,BA052FF1FZBXFNAFAMZ,4.4 out of 5,5 out of 5,بينضف,جميل,neutral,03-08-2025,by Asmaa
Bahi Detergent Powder - Lavander 4 kg+ 500 gm LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-4-kg-500-gm-ls-53880378.html,BA052FF1FZBXFNAFAMZ,4.4 out of 5,5 out of 5,nada2811soliman@gmail.com,ممتاز,neutral,11-06-2025,by nada2811soliman@gmail.com
Bahi Detergent Powder - Lavander 4 kg+ 500 gm LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-4-kg-500-gm-ls-53880378.html,BA052FF1FZBXFNAFAMZ,4.4 out of 5,4 out of 5,منتج جيد جدا,ولكن للأسف التغليف سيئ برجاء الاهتمام اكثر... شكرا جوميا,neutral,01-06-2025,by اشرف
Bahi Detergent Powder - Lavander 4 kg+ 500 gm LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-4-kg-500-gm-ls-53880378.html,BA052FF1FZBXFNAFAMZ,4.4 out of 5,5 out of 5,ممتاز,ريحتو حلوة وبينضف,neutral,16-04-2025,by Tamer
Bahi Detergent Powder - Lavander 4 kg+ 500 gm LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-4-kg-500-gm-ls-53880378.html,BA052FF1FZBXFNAFAMZ,4.4 out of 5,5 out of 5,ممتاز,السعر جيد والنظافة والرائحة ممتاز,neutral,03-04-2025,by Hoda
Bahi Detergent Powder - Lavander 4 kg+ 500 gm LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-4-kg-500-gm-ls-53880378.html,BA052FF1FZBXFNAFAMZ,4.4 out of 5,4 out of 5,جيد,حلو ريحته حلوه,neutral,29-01-2025,by آية كامل
Bahi Detergent Powder - Lavander 4 kg+ 500 gm LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-4-kg-500-gm-ls-53880378.html,BA052FF1FZBXFNAFAMZ,4.4 out of 5,5 out of 5,ممتاز,ممتاز فى السعر داخل العرض وجودته,neutral,12-01-2025,by Enas
LC Waikiki Crew Neck Short Sleeve Woman T-Shirt,https://www.jumia.com.eg/lc-waikiki-crew-neck-short-sleeve-woman-t-shirt-113055455.html,LC160MW2KJXVBNAFAMZ,4.3 out of 5,5 out of 5,good,Cotton material good quality true to size,positive,20-07-2025,by Monica
Dice Set Of (5) Soft Plain Berif Panties - For Woman,https://www.jumia.com.eg/dice-set-of-5-soft-plain-berif-panties-for-woman-130278428.html,DI195SL30NC0ZNAFAMZ,4.7 out of 5,5 out of 5,good,كويس جدآ,neutral,17-08-2025,by Ahmad
Dice Set Of (5) Soft Plain Berif Panties - For Woman,https://www.jumia.com.eg/dice-set-of-5-soft-plain-berif-panties-for-woman-130278428.html,DI195SL30NC0ZNAFAMZ,4.7 out of 5,5 out of 5,حلو جدا,"خامه مريحه 
لكن الالوان ليست نفس الصوره غالبا بتيجي by luck",neutral,10-08-2025,by Eman
Dice Set Of (5) Soft Plain Berif Panties - For Woman,https://www.jumia.com.eg/dice-set-of-5-soft-plain-berif-panties-for-woman-130278428.html,DI195SL30NC0ZNAFAMZ,4.7 out of 5,5 out of 5,مناسب,عجبني بس الالوان مختلفه عن اللي في الصوره,neutral,03-08-2025,by اماني
Dice Set Of (5) Soft Plain Berif Panties - For Woman,https://www.jumia.com.eg/dice-set-of-5-soft-plain-berif-panties-for-woman-130278428.html,DI195SL30NC0ZNAFAMZ,4.7 out of 5,4 out of 5,الخامه قطن والاستيك عريض وكويس,يبقي اتقل شويه لانه قطن خفيف,neutral,28-07-2025,by Samar
Dice Set Of (5) Soft Plain Berif Panties - For Woman,https://www.jumia.com.eg/dice-set-of-5-soft-plain-berif-panties-for-woman-130278428.html,DI195SL30NC0ZNAFAMZ,4.7 out of 5,4 out of 5,كويسين,بس توقعت خامتهم افضل من كده,neutral,20-07-2025,by Soo
Dice Set Of (5) Soft Plain Berif Panties - For Woman,https://www.jumia.com.eg/dice-set-of-5-soft-plain-berif-panties-for-woman-130278428.html,DI195SL30NC0ZNAFAMZ,4.7 out of 5,4 out of 5,مش نفس الالوان,ال خمسه ف بكت والوان مختلفه مافيش تكرار,neutral,25-06-2025,by Hú
"Activ Self Pattern Rubber Flip Flops - White, Light Blue And Grey",https://www.jumia.com.eg/activ-self-pattern-rubber-flip-flops-white-light-blue-and-grey-130698041.html,AC452FS1VXC3NNAFAMZ,4.3 out of 5,5 out of 5,Perfect!!,Worth buying!,positive,20-08-2025,by Nourhan
"Activ Self Pattern Rubber Flip Flops - White, Light Blue And Grey",https://www.jumia.com.eg/activ-self-pattern-rubber-flip-flops-white-light-blue-and-grey-130698041.html,AC452FS1VXC3NNAFAMZ,4.3 out of 5,5 out of 5,حلو وسعره كويس,حلو وسعره كويس,neutral,31-07-2025,by Islam
"Activ Self Pattern Rubber Flip Flops - White, Light Blue And Grey",https://www.jumia.com.eg/activ-self-pattern-rubber-flip-flops-white-light-blue-and-grey-130698041.html,AC452FS1VXC3NNAFAMZ,4.3 out of 5,5 out of 5,جميل,مريح اوي,neutral,14-07-2025,by Maha Mohamed
"Activ Self Pattern Rubber Flip Flops - White, Light Blue And Grey",https://www.jumia.com.eg/activ-self-pattern-rubber-flip-flops-white-light-blue-and-grey-130698041.html,AC452FS1VXC3NNAFAMZ,4.3 out of 5,5 out of 5,جودة ممتازة,مريح جدا,neutral,10-06-2025,by Sara
"Activ Self Pattern Rubber Flip Flops - White, Light Blue And Grey",https://www.jumia.com.eg/activ-self-pattern-rubber-flip-flops-white-light-blue-and-grey-130698041.html,AC452FS1VXC3NNAFAMZ,4.3 out of 5,5 out of 5,المنتج,المنتج ممتاز,neutral,25-05-2025,by محمد
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,5 out of 5,المكنه محترمه جدا,ممتاز جدا,neutral,19-08-2025,by Osman
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,4 out of 5,جيدة بالنسبة للسعر، ولكن ليست مثالية,"بعد الاستخدام 3 مرات،
- بتشيل الشعر لدرجة أعلى من الزيرو  ب يوم مثلا،. بس بعد مرور الماكينة على الخزء المحلوق كذا مرة.
- آمنة بنسبة 90 ٪ ولكن أحيانا بتنتش الجلد وبتعمل جروح",neutral,17-08-2025,by أحمد عصام
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,5 out of 5,ممتاز,"مناسب للأماكن الحساسة 
سعر مقابل قيمة رائع
جت مشحونة 100% ف لسة مجربتش الشحن
فيها شاشة LED بتعرض نسبة البطارية",neutral,17-08-2025,by Mohamed
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,4 out of 5,Good product,"Good product, safer and Better than normal trimmers",positive,17-08-2025,by Mohamed
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,5 out of 5,اصليه,ممتازه,neutral,12-08-2025,by Mohamed
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,5 out of 5,قيمه مقابل سعر,ممتازه,neutral,05-08-2025,by Tamer
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,5 out of 5,I like it,love it,positive,27-07-2025,by Mohamed
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,5 out of 5,منتج أصلي,ممتازة جداً,neutral,20-07-2025,by Yousef
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,5 out of 5,جيد,رائع جدا,neutral,06-07-2025,by Kamal
"VGR V-360 Professional Dual-Sided Blade Shaver – Quick Charge, 500mAh 0900and Precision Trimming",https://www.jumia.com.eg/vgr-v-360-professional-dual-sided-blade-shaver-quick-charge-500mah-0900and-precision-trimming-119197783.html,VG081ST2AMIPJNAFAMZ,4.2 out of 5,5 out of 5,ممتازه في اول تجربة,قويه و كما بالوصف، لا تحلق الشعر زيرو و لكن قريب للغايه,neutral,29-06-2025,by Ali
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,5 out of 5,جيد,ممتاز وسعره رائع,neutral,25-08-2025,by احمد
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,1 out of 5,جيد,سعر مناسب و عرض جميل,neutral,22-08-2025,by Ahmed
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,5 out of 5,رائع,رائع,neutral,18-08-2025,by Walaa
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,5 out of 5,منتج جميل,منتج جميل وفعال,neutral,17-08-2025,by محمود
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,5 out of 5,معجون اسنان,احلي عرض وارخص سعر في مصر,neutral,29-07-2025,by أسهل
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,4 out of 5,منتج جيد,منتج جيد للعناية بالاسنان,neutral,24-07-2025,by Dina
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,5 out of 5,اصلي,سعره رائع في العرض,neutral,23-07-2025,by السعيد
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,1 out of 5,التغليف سيئ,العلبة متهالكة,neutral,20-07-2025,by ضياء
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,5 out of 5,افضل معجون اسنان,التخفيض عليه حلو,neutral,20-07-2025,by ناصر
Sensodyne Toothpaste Multi-Care + Whitening- 100 ml,https://www.jumia.com.eg/sensodyne-toothpaste-multi-care-whitening-100-ml-48598933.html,SE261ST0K8IJ4NAFAMZ,4.4 out of 5,4 out of 5,v.good,v.good,neutral,02-07-2025,by Rogeh
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,4 out of 5,جيد,أوكسي منظف رائع للملابس وكمان ريحته رائعة,neutral,05-08-2025,by Mona
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,5 out of 5,جميل جدا,شكرا,neutral,29-06-2025,by Amira
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,5 out of 5,جميل,جميل,neutral,28-05-2025,by ليديا
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,5 out of 5,حلو جدا,للغسالات الاتوماتيك بيغسل حلو وريحته لافندر واضحة وجميلة,neutral,25-05-2025,by Menna
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,5 out of 5,أوكسي چل لاڤندر للغسبل,رائحة ونظافة تحفة,neutral,21-05-2025,by Noha
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,4 out of 5,مسحوق غسيل ممتاز موفر وبينضف وريحته جميله,زيادة الوزن والكثافة,neutral,05-05-2025,by Khalid
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,5 out of 5,ممتاز غني عن التعريف,المندوب محترم جدا,neutral,16-04-2025,by Omar Khalil
